indicator;País__ESTANDAR;Grandes grupos de edad (6);Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1976;39.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1977;36.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1978;33.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1979;32.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1980;17.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1981;13.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1982;11.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1983;11.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1984;6.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1985;2.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1986;-2.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1987;-4.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1988;-5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1989;-2.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1990;1.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1991;4.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1992;6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1993;5.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1994;4.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1995;11.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1996;11.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1997;10.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1998;9.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;1999;8.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2000;-1.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2001;-1.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2002;-3.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2003;-4.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2004;-5.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2005;0.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2006;0.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2007;-0.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2008;-0.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2009;-0.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2010;-6.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2011;-6.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2012;-6.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2013;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2014;-6.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2015;-5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2016;-4.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2017;-4.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2018;-5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2019;-5.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2020;-2.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2021;-5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2022;-7.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2023;-6.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2024;-7.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2025;-7.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2026;-7.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2027;-8.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2028;-8.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2029;-8.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2030;-8.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2031;-8.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2032;-8.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2033;-8.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2034;-8.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2035;-8.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2036;-8.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2037;-8.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2038;-8.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2039;-9.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2040;-9.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2041;-8.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2042;-9.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2043;-9.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2044;-9.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2045;-9.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2046;-9.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2047;-10.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2048;-10.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2049;-10.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2050;-11.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2051;-11.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2052;-11.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2053;-11.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2054;-11.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2055;-11.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2056;-12.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2057;-12.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2058;-12.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2059;-12.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Islas Vírgenes de los Estados Unidos;Total;2060;-12.1;Tasa anual media, por cada 1.000 habitantes;;6547
