indicator;País__ESTANDAR;Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa bruta de mortalidad;Anguila;2011;5.23;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2012;5.37;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2013;5.58;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2014;5.67;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2015;5.65;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2016;5.82;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2017;6.24;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2018;6.12;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2019;6.27;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2020;6.40;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2021;6.78;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2022;6.47;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2023;6.60;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2024;6.74;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2025;6.90;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2026;7.06;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2027;7.23;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2028;7.41;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2029;7.60;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2030;7.79;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2031;7.99;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2032;8.20;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2033;8.42;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2034;8.64;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2035;8.87;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2036;9.11;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2037;9.34;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2038;9.59;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2039;9.83;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2040;10.08;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2041;10.33;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2042;10.57;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2043;10.82;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2044;11.07;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2045;11.31;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2046;11.56;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2047;11.81;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2048;12.06;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2049;12.32;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2050;12.57;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2051;12.80;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2052;13.06;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2053;13.30;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2054;13.56;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2055;13.81;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2056;14.06;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2057;14.31;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2058;14.58;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2059;14.83;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2060;15.09;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2061;15.35;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2062;15.61;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2063;15.87;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2064;16.13;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2065;16.39;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2066;16.65;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2067;16.91;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2068;17.15;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2069;17.38;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2070;17.60;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2071;17.81;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2072;17.99;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2073;18.13;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2074;18.26;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2075;18.35;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2076;18.41;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2077;18.43;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2078;18.40;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2079;18.34;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2080;18.24;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2081;18.12;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2082;17.95;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2083;17.75;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2084;17.55;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2085;17.32;Tasa por 1.000 habitantes;;6547
